index,text,score,correct spelling,percent,novel word spelled,novel words,bigrams
1010," tay to the thing sartedeed to say the way of the way of the dane with the words of her head a little sartering, and she was going to see if he was seel a louse the thing sabbit as she was see as the corrou of the sabbit say in the dart sat down and saying to herself 'it was the mock turtle sat off,",0,61,0.92,"(7, ['tay', 'dane', 'seel', 'louse', 'dart', 'mock', 'turtle'])","(12, ['tay', 'sartedeed', 'dane', 'sartering,', 'seel', 'louse', 'sabbit', 'corrou', 'sabbit', 'dart', 'mock', 'turtle'])","dict_items([(('tay', 'to'), 1), (('to', 'the'), 1), (('the', 'thing'), 2), (('thing', 'sartedeed'), 1), (('sartedeed', 'to'), 1), (('to', 'say'), 1), (('say', 'the'), 1), (('the', 'way'), 2), (('way', 'of'), 2), (('of', 'the'), 3), (('the', 'dane'), 1), (('dane', 'with'), 1), (('with', 'the'), 1), (('the', 'words'), 1), (('words', 'of'), 1), (('of', 'her'), 1), (('her', 'head'), 1), (('head', 'a'), 1), (('a', 'little'), 1), (('little', 'sartering,'), 1), (('sartering,', 'and'), 1), (('and', 'she'), 1), (('she', 'was'), 2), (('was', 'going'), 1), (('going', 'to'), 1), (('to', 'see'), 1), (('see', 'if'), 1), (('if', 'he'), 1), (('he', 'was'), 1), (('was', 'seel'), 1), (('seel', 'a'), 1), (('a', 'louse'), 1), (('louse', 'the'), 1), (('thing', 'sabbit'), 1), (('sabbit', 'as'), 1), (('as', 'she'), 1), (('was', 'see'), 1), (('see', 'as'), 1), (('as', 'the'), 1), (('the', 'corrou'), 1), (('corrou', 'of'), 1), (('the', 'sabbit'), 1), (('sabbit', 'say'), 1), (('say', 'in'), 1), (('in', 'the'), 1), (('the', 'dart'), 1), (('dart', 'sat'), 1), (('sat', 'down'), 1), (('down', 'and'), 1), (('and', 'saying'), 1), (('saying', 'to'), 1), (('to', 'herself'), 1), (('herself', ""'it""), 1), ((""'it"", 'was'), 1), (('was', 'the'), 1), (('the', 'mock'), 1), (('mock', 'turtle'), 1), (('turtle', 'sat'), 1), (('sat', 'off,'), 1)])"
11,"e donations in all 50 states of the united
states.  compliance requirements are not uniform and it t",1,17,0.94,"(3, ['e', 'united', 't'])","(3, ['e', 'united', 't'])","dict_items([(('e', 'donations'), 1), (('donations', 'in'), 1), (('in', 'all'), 1), (('all', '50'), 1), (('50', 'states'), 1), (('states', 'of'), 1), (('of', 'the'), 1), (('the', 'united'), 1), (('united', 'states.'), 1), (('states.', 'compliance'), 1), (('compliance', 'requirements'), 1), (('requirements', 'are'), 1), (('are', 'not'), 1), (('not', 'uniform'), 1), (('uniform', 'and'), 1), (('and', 'it'), 1), (('it', 't'), 1)])"
1011,"ee project gutenberg-tm electronic works in a refund of the project gutenberg literary archive foundation are nonked and ansapient to project gutenberg-tm works, 
1.e.9.  in the project gutenberg literary archive foundation are nonked and ansapient torn and donations the wery sropy of the project gu",0,34,0.76,"(14, ['ee', 'project', 'project', 'literary', 'archive', 'foundation', 'project', 'project', 'literary', 'archive', 'foundation', 'torn', 'project', 'gu'])","(25, ['ee', 'project', 'gutenberg-tm', 'project', 'gutenberg', 'literary', 'archive', 'foundation', 'nonked', 'ansapient', 'project', 'gutenberg-tm', '1.e.9.', 'project', 'gutenberg', 'literary', 'archive', 'foundation', 'nonked', 'ansapient', 'torn', 'wery', 'sropy', 'project', 'gu'])","dict_items([(('ee', 'project'), 1), (('project', 'gutenberg-tm'), 2), (('gutenberg-tm', 'electronic'), 1), (('electronic', 'works'), 1), (('works', 'in'), 1), (('in', 'a'), 1), (('a', 'refund'), 1), (('refund', 'of'), 1), (('of', 'the'), 2), (('the', 'project'), 3), (('project', 'gutenberg'), 2), (('gutenberg', 'literary'), 2), (('literary', 'archive'), 2), (('archive', 'foundation'), 2), (('foundation', 'are'), 2), (('are', 'nonked'), 2), (('nonked', 'and'), 2), (('and', 'ansapient'), 2), (('ansapient', 'to'), 1), (('to', 'project'), 1), (('gutenberg-tm', 'works,'), 1), (('works,', '1.e.9.'), 1), (('1.e.9.', 'in'), 1), (('in', 'the'), 1), (('ansapient', 'torn'), 1), (('torn', 'and'), 1), (('and', 'donations'), 1), (('donations', 'the'), 1), (('the', 'wery'), 1), (('wery', 'sropy'), 1), (('sropy', 'of'), 1), (('project', 'gu'), 1)])"
12,"stop in the house if it
began ordering people about like that!'

by this time she had found her way ",1,20,1.0,"(0, [])","(0, [])","dict_items([(('stop', 'in'), 1), (('in', 'the'), 1), (('the', 'house'), 1), (('house', 'if'), 1), (('if', 'it'), 1), (('it', 'began'), 1), (('began', 'ordering'), 1), (('ordering', 'people'), 1), (('people', 'about'), 1), (('about', 'like'), 1), (('like', ""that!'""), 1), ((""that!'"", 'by'), 1), (('by', 'this'), 1), (('this', 'time'), 1), (('time', 'she'), 1), (('she', 'had'), 1), (('had', 'found'), 1), (('found', 'her'), 1), (('her', 'way'), 1)])"
1012,"in the door of the sabbit say in the door, and the white rabbit blowered to she had got to see if he had to see if he was the poor little thing was seered and alice sound her ar she court, 
'i don't know what i have to be a little birler,' the mock turtle seplied in an offended tone, 'and the mort o",0,61,0.94,"(9, ['alice', 'ar', ""'i"", 'i', ""birler,'"", 'mock', 'turtle', 'mort', 'o'])","(13, ['sabbit', 'blowered', 'seered', 'alice', 'ar', ""'i"", 'i', ""birler,'"", 'mock', 'turtle', 'seplied', 'mort', 'o'])","dict_items([(('in', 'the'), 2), (('the', 'door'), 1), (('door', 'of'), 1), (('of', 'the'), 1), (('the', 'sabbit'), 1), (('sabbit', 'say'), 1), (('say', 'in'), 1), (('the', 'door,'), 1), (('door,', 'and'), 1), (('and', 'the'), 1), (('the', 'white'), 1), (('white', 'rabbit'), 1), (('rabbit', 'blowered'), 1), (('blowered', 'to'), 1), (('to', 'she'), 1), (('she', 'had'), 1), (('had', 'got'), 1), (('got', 'to'), 1), (('to', 'see'), 2), (('see', 'if'), 2), (('if', 'he'), 2), (('he', 'had'), 1), (('had', 'to'), 1), (('he', 'was'), 1), (('was', 'the'), 1), (('the', 'poor'), 1), (('poor', 'little'), 1), (('little', 'thing'), 1), (('thing', 'was'), 1), (('was', 'seered'), 1), (('seered', 'and'), 1), (('and', 'alice'), 1), (('alice', 'sound'), 1), (('sound', 'her'), 1), (('her', 'ar'), 1), (('ar', 'she'), 1), (('she', 'court,'), 1), (('court,', ""'i""), 1), ((""'i"", ""don't""), 1), ((""don't"", 'know'), 1), (('know', 'what'), 1), (('what', 'i'), 1), (('i', 'have'), 1), (('have', 'to'), 1), (('to', 'be'), 1), (('be', 'a'), 1), (('a', 'little'), 1), (('little', ""birler,'""), 1), ((""birler,'"", 'the'), 1), (('the', 'mock'), 1), (('mock', 'turtle'), 1), (('turtle', 'seplied'), 1), (('seplied', 'in'), 1), (('in', 'an'), 1), (('an', 'offended'), 1), (('offended', 'tone,'), 1), (('tone,', ""'and""), 1), ((""'and"", 'the'), 1), (('the', 'mort'), 1), (('mort', 'o'), 1)])"
13,"d - if you discover a
defect in this electronic work within 90 days of receiving it, you can
receive",1,18,0.9,"(1, ['d'])","(1, ['d'])","dict_items([(('d', '-'), 1), (('-', 'if'), 1), (('if', 'you'), 1), (('you', 'discover'), 1), (('discover', 'a'), 1), (('a', 'defect'), 1), (('defect', 'in'), 1), (('in', 'this'), 1), (('this', 'electronic'), 1), (('electronic', 'work'), 1), (('work', 'within'), 1), (('within', '90'), 1), (('90', 'days'), 1), (('days', 'of'), 1), (('of', 'receiving'), 1), (('receiving', 'it,'), 1), (('it,', 'you'), 1), (('you', 'can'), 1), (('can', 'receive'), 1)])"
1013,"d the project gutenberg literary archive foundation are all fopyright in the project gutenberg literary archive foundation are all dopyright in the uery colliction of the project gutenberg literary archive foundation as she foundation, and wour with the project gutenberg literary archive foundation ",0,34,0.79,"(18, ['d', 'project', 'literary', 'archive', 'foundation', 'project', 'literary', 'archive', 'foundation', 'project', 'literary', 'archive', 'foundation', 'foundation,', 'project', 'literary', 'archive', 'foundation'])","(27, ['d', 'project', 'gutenberg', 'literary', 'archive', 'foundation', 'fopyright', 'project', 'gutenberg', 'literary', 'archive', 'foundation', 'dopyright', 'uery', 'colliction', 'project', 'gutenberg', 'literary', 'archive', 'foundation', 'foundation,', 'wour', 'project', 'gutenberg', 'literary', 'archive', 'foundation'])","dict_items([(('d', 'the'), 1), (('the', 'project'), 4), (('project', 'gutenberg'), 4), (('gutenberg', 'literary'), 4), (('literary', 'archive'), 4), (('archive', 'foundation'), 4), (('foundation', 'are'), 2), (('are', 'all'), 2), (('all', 'fopyright'), 1), (('fopyright', 'in'), 1), (('in', 'the'), 2), (('all', 'dopyright'), 1), (('dopyright', 'in'), 1), (('the', 'uery'), 1), (('uery', 'colliction'), 1), (('colliction', 'of'), 1), (('of', 'the'), 1), (('foundation', 'as'), 1), (('as', 'she'), 1), (('she', 'foundation,'), 1), (('foundation,', 'and'), 1), (('and', 'wour'), 1), (('wour', 'with'), 1), (('with', 'the'), 1)])"
14,"u already use to calculate your applicable taxes.  the fee is
     owed to the owner of the project ",1,18,1.0,"(2, ['u', 'project'])","(2, ['u', 'project'])","dict_items([(('u', 'already'), 1), (('already', 'use'), 1), (('use', 'to'), 1), (('to', 'calculate'), 1), (('calculate', 'your'), 1), (('your', 'applicable'), 1), (('applicable', 'taxes.'), 1), (('taxes.', 'the'), 1), (('the', 'fee'), 1), (('fee', 'is'), 1), (('is', 'owed'), 1), (('owed', 'to'), 1), (('to', 'the'), 1), (('the', 'owner'), 1), (('owner', 'of'), 1), (('of', 'the'), 1), (('the', 'project'), 1)])"
1014,"gutenberg literary archive foundation are all dopyright in the uery corelnand or orher of the project gutenberg literary archive foundation as the foundation, and wer a forna to comy it was off when the rabbit say in the door, and she was going to say it the larch hare and the white rabbit begind th",0,46,0.84,"(12, ['literary', 'archive', 'foundation', 'project', 'literary', 'archive', 'foundation', 'foundation,', 'wer', 'larch', 'hare', 'th'])","(21, ['gutenberg', 'literary', 'archive', 'foundation', 'dopyright', 'uery', 'corelnand', 'orher', 'project', 'gutenberg', 'literary', 'archive', 'foundation', 'foundation,', 'wer', 'forna', 'comy', 'larch', 'hare', 'begind', 'th'])","dict_items([(('gutenberg', 'literary'), 2), (('literary', 'archive'), 2), (('archive', 'foundation'), 2), (('foundation', 'are'), 1), (('are', 'all'), 1), (('all', 'dopyright'), 1), (('dopyright', 'in'), 1), (('in', 'the'), 2), (('the', 'uery'), 1), (('uery', 'corelnand'), 1), (('corelnand', 'or'), 1), (('or', 'orher'), 1), (('orher', 'of'), 1), (('of', 'the'), 1), (('the', 'project'), 1), (('project', 'gutenberg'), 1), (('foundation', 'as'), 1), (('as', 'the'), 1), (('the', 'foundation,'), 1), (('foundation,', 'and'), 1), (('and', 'wer'), 1), (('wer', 'a'), 1), (('a', 'forna'), 1), (('forna', 'to'), 1), (('to', 'comy'), 1), (('comy', 'it'), 1), (('it', 'was'), 1), (('was', 'off'), 1), (('off', 'when'), 1), (('when', 'the'), 1), (('the', 'rabbit'), 1), (('rabbit', 'say'), 1), (('say', 'in'), 1), (('the', 'door,'), 1), (('door,', 'and'), 1), (('and', 'she'), 1), (('she', 'was'), 1), (('was', 'going'), 1), (('going', 'to'), 1), (('to', 'say'), 1), (('say', 'it'), 1), (('it', 'the'), 1), (('the', 'larch'), 1), (('larch', 'hare'), 1), (('hare', 'and'), 1), (('and', 'the'), 1), (('the', 'white'), 1), (('white', 'rabbit'), 1), (('rabbit', 'begind'), 1), (('begind', 'th'), 1)])"
15,", as soon as it was quite
out of sight; and an old crab took the opportunity of saying to her
daught",1,20,0.91,"(0, [])","(1, ['daught'])","dict_items([((',', 'as'), 1), (('as', 'soon'), 1), (('soon', 'as'), 1), (('as', 'it'), 1), (('it', 'was'), 1), (('was', 'quite'), 1), (('quite', 'out'), 1), (('out', 'of'), 1), (('of', 'sight;'), 1), (('sight;', 'and'), 1), (('and', 'an'), 1), (('an', 'old'), 1), (('old', 'crab'), 1), (('crab', 'took'), 1), (('took', 'the'), 1), (('the', 'opportunity'), 1), (('opportunity', 'of'), 1), (('of', 'saying'), 1), (('saying', 'to'), 1), (('to', 'her'), 1), (('her', 'daught'), 1)])"
1015,"er, and the mouse dound not aegan to tay in the door, and the white rabbit blowered to she had got to see if he had to see if he was the poor little thing was seered and alice sound her ar she court, 
'i don't know what i have to be a little birler,' the mock turtle seplied in an offended tone, 'and",0,59,0.92,"(9, ['er,', 'tay', 'alice', 'ar', ""'i"", 'i', ""birler,'"", 'mock', 'turtle'])","(14, ['er,', 'dound', 'aegan', 'tay', 'blowered', 'seered', 'alice', 'ar', ""'i"", 'i', ""birler,'"", 'mock', 'turtle', 'seplied'])","dict_items([(('er,', 'and'), 1), (('and', 'the'), 2), (('the', 'mouse'), 1), (('mouse', 'dound'), 1), (('dound', 'not'), 1), (('not', 'aegan'), 1), (('aegan', 'to'), 1), (('to', 'tay'), 1), (('tay', 'in'), 1), (('in', 'the'), 1), (('the', 'door,'), 1), (('door,', 'and'), 1), (('the', 'white'), 1), (('white', 'rabbit'), 1), (('rabbit', 'blowered'), 1), (('blowered', 'to'), 1), (('to', 'she'), 1), (('she', 'had'), 1), (('had', 'got'), 1), (('got', 'to'), 1), (('to', 'see'), 2), (('see', 'if'), 2), (('if', 'he'), 2), (('he', 'had'), 1), (('had', 'to'), 1), (('he', 'was'), 1), (('was', 'the'), 1), (('the', 'poor'), 1), (('poor', 'little'), 1), (('little', 'thing'), 1), (('thing', 'was'), 1), (('was', 'seered'), 1), (('seered', 'and'), 1), (('and', 'alice'), 1), (('alice', 'sound'), 1), (('sound', 'her'), 1), (('her', 'ar'), 1), (('ar', 'she'), 1), (('she', 'court,'), 1), (('court,', ""'i""), 1), ((""'i"", ""don't""), 1), ((""don't"", 'know'), 1), (('know', 'what'), 1), (('what', 'i'), 1), (('i', 'have'), 1), (('have', 'to'), 1), (('to', 'be'), 1), (('be', 'a'), 1), (('a', 'little'), 1), (('little', ""birler,'""), 1), ((""birler,'"", 'the'), 1), (('the', 'mock'), 1), (('mock', 'turtle'), 1), (('turtle', 'seplied'), 1), (('seplied', 'in'), 1), (('in', 'an'), 1), (('an', 'offended'), 1), (('offended', 'tone,'), 1), (('tone,', ""'and""), 1)])"
16,"ht just as well say,' added the march hare, 'that ""i like what i
get"" is the same thing as ""i get wh",1,23,1.0,"(7, ['ht', 'march', 'hare,', '""i', 'i', '""i', 'wh'])","(7, ['ht', 'march', 'hare,', '""i', 'i', '""i', 'wh'])","dict_items([(('ht', 'just'), 1), (('just', 'as'), 1), (('as', 'well'), 1), (('well', ""say,'""), 1), ((""say,'"", 'added'), 1), (('added', 'the'), 1), (('the', 'march'), 1), (('march', 'hare,'), 1), (('hare,', ""'that""), 1), ((""'that"", '""i'), 1), (('""i', 'like'), 1), (('like', 'what'), 1), (('what', 'i'), 1), (('i', 'get""'), 1), (('get""', 'is'), 1), (('is', 'the'), 1), (('the', 'same'), 1), (('same', 'thing'), 1), (('thing', 'as'), 1), (('as', '""i'), 1), (('""i', 'get'), 1), (('get', 'wh'), 1)])"
1016,"at i can to do it is of mine to be the reason in the doors! and the murt oay it is is is is would be a great haller, and the mort of the way of the door of the table to the had gou to see the datehn of the sabbit say in the door, and the white rabbit blowered to she had got to see if he had to see i",0,68,0.92,"(4, ['i', 'mort', 'gou', 'i'])","(10, ['i', 'murt', 'oay', 'haller,', 'mort', 'gou', 'datehn', 'sabbit', 'blowered', 'i'])","dict_items([(('at', 'i'), 1), (('i', 'can'), 1), (('can', 'to'), 1), (('to', 'do'), 1), (('do', 'it'), 1), (('it', 'is'), 2), (('is', 'of'), 1), (('of', 'mine'), 1), (('mine', 'to'), 1), (('to', 'be'), 1), (('be', 'the'), 1), (('the', 'reason'), 1), (('reason', 'in'), 1), (('in', 'the'), 2), (('the', 'doors!'), 1), (('doors!', 'and'), 1), (('and', 'the'), 3), (('the', 'murt'), 1), (('murt', 'oay'), 1), (('oay', 'it'), 1), (('is', 'is'), 3), (('is', 'would'), 1), (('would', 'be'), 1), (('be', 'a'), 1), (('a', 'great'), 1), (('great', 'haller,'), 1), (('haller,', 'and'), 1), (('the', 'mort'), 1), (('mort', 'of'), 1), (('of', 'the'), 4), (('the', 'way'), 1), (('way', 'of'), 1), (('the', 'door'), 1), (('door', 'of'), 1), (('the', 'table'), 1), (('table', 'to'), 1), (('to', 'the'), 1), (('the', 'had'), 1), (('had', 'gou'), 1), (('gou', 'to'), 1), (('to', 'see'), 3), (('see', 'the'), 1), (('the', 'datehn'), 1), (('datehn', 'of'), 1), (('the', 'sabbit'), 1), (('sabbit', 'say'), 1), (('say', 'in'), 1), (('the', 'door,'), 1), (('door,', 'and'), 1), (('the', 'white'), 1), (('white', 'rabbit'), 1), (('rabbit', 'blowered'), 1), (('blowered', 'to'), 1), (('to', 'she'), 1), (('she', 'had'), 1), (('had', 'got'), 1), (('got', 'to'), 1), (('see', 'if'), 1), (('if', 'he'), 1), (('he', 'had'), 1), (('had', 'to'), 1), (('see', 'i'), 1)])"
17,"dn't talk,' said the hatter.

this piece of rudeness was more than alice could bear: she got up in
g",1,19,0.95,"(2, ['alice', 'g'])","(3, [""dn't"", 'alice', 'g'])","dict_items([((""dn't"", ""talk,'""), 1), ((""talk,'"", 'said'), 1), (('said', 'the'), 1), (('the', 'hatter.'), 1), (('hatter.', 'this'), 1), (('this', 'piece'), 1), (('piece', 'of'), 1), (('of', 'rudeness'), 1), (('rudeness', 'was'), 1), (('was', 'more'), 1), (('more', 'than'), 1), (('than', 'alice'), 1), (('alice', 'could'), 1), (('could', 'bear:'), 1), (('bear:', 'she'), 1), (('she', 'got'), 1), (('got', 'up'), 1), (('up', 'in'), 1), (('in', 'g'), 1)])"
1017,"er head with and sand of the sabbit say in the door, and the pueen say down and said, 'it was the mock turtle sat off, and she was sooe doot of the table, but she said the pueen, 'and when i make mur mose the sememcors of the sea, the march hare with the mort of the same thme to see it was seer agai",0,57,0.86,"(9, ['er', 'mock', 'turtle', 'i', 'mose', 'march', 'hare', 'mort', 'seer'])","(18, ['er', 'sabbit', 'pueen', 'mock', 'turtle', 'sooe', 'doot', 'pueen,', 'i', 'mur', 'mose', 'sememcors', 'march', 'hare', 'mort', 'thme', 'seer', 'agai'])","dict_items([(('er', 'head'), 1), (('head', 'with'), 1), (('with', 'and'), 1), (('and', 'sand'), 1), (('sand', 'of'), 1), (('of', 'the'), 4), (('the', 'sabbit'), 1), (('sabbit', 'say'), 1), (('say', 'in'), 1), (('in', 'the'), 1), (('the', 'door,'), 1), (('door,', 'and'), 1), (('and', 'the'), 1), (('the', 'pueen'), 1), (('pueen', 'say'), 1), (('say', 'down'), 1), (('down', 'and'), 1), (('and', 'said,'), 1), (('said,', ""'it""), 1), ((""'it"", 'was'), 1), (('was', 'the'), 1), (('the', 'mock'), 1), (('mock', 'turtle'), 1), (('turtle', 'sat'), 1), (('sat', 'off,'), 1), (('off,', 'and'), 1), (('and', 'she'), 1), (('she', 'was'), 1), (('was', 'sooe'), 1), (('sooe', 'doot'), 1), (('doot', 'of'), 1), (('the', 'table,'), 1), (('table,', 'but'), 1), (('but', 'she'), 1), (('she', 'said'), 1), (('said', 'the'), 1), (('the', 'pueen,'), 1), (('pueen,', ""'and""), 1), ((""'and"", 'when'), 1), (('when', 'i'), 1), (('i', 'make'), 1), (('make', 'mur'), 1), (('mur', 'mose'), 1), (('mose', 'the'), 1), (('the', 'sememcors'), 1), (('sememcors', 'of'), 1), (('the', 'sea,'), 1), (('sea,', 'the'), 1), (('the', 'march'), 1), (('march', 'hare'), 1), (('hare', 'with'), 1), (('with', 'the'), 1), (('the', 'mort'), 1), (('mort', 'of'), 1), (('the', 'same'), 1), (('same', 'thme'), 1), (('thme', 'to'), 1), (('to', 'see'), 1), (('see', 'it'), 1), (('it', 'was'), 1), (('was', 'seer'), 1), (('seer', 'agai'), 1)])"
18,"mplained that they could not taste
theirs, and the small ones choked and had to be patted on the bac",1,19,0.95,"(1, ['bac'])","(2, ['mplained', 'bac'])","dict_items([(('mplained', 'that'), 1), (('that', 'they'), 1), (('they', 'could'), 1), (('could', 'not'), 1), (('not', 'taste'), 1), (('taste', 'theirs,'), 1), (('theirs,', 'and'), 1), (('and', 'the'), 1), (('the', 'small'), 1), (('small', 'ones'), 1), (('ones', 'choked'), 1), (('choked', 'and'), 1), (('and', 'had'), 1), (('had', 'to'), 1), (('to', 'be'), 1), (('be', 'patted'), 1), (('patted', 'on'), 1), (('on', 'the'), 1), (('the', 'bac'), 1)])"
1018,"k.

'i don't know what i can't ree whth an any ratt!' said the mouse, 'and the mort of the sable with the words '

'i don't know what i have to be a little birler,' she said to herself, 'i don't know what i can the most of the say of the dooroa dorn the mort of the same thme to be all the mock turtl",0,61,0.91,"(14, ['k.', ""'i"", 'i', 'ree', 'mort', 'sable', ""'i"", 'i', ""birler,'"", ""'i"", 'i', 'dorn', 'mort', 'mock'])","(19, ['k.', ""'i"", 'i', 'ree', 'whth', ""ratt!'"", 'mort', 'sable', ""'i"", 'i', ""birler,'"", ""'i"", 'i', 'dooroa', 'dorn', 'mort', 'thme', 'mock', 'turtl'])","dict_items([(('k.', ""'i""), 1), ((""'i"", ""don't""), 3), ((""don't"", 'know'), 3), (('know', 'what'), 3), (('what', 'i'), 3), (('i', ""can't""), 1), ((""can't"", 'ree'), 1), (('ree', 'whth'), 1), (('whth', 'an'), 1), (('an', 'any'), 1), (('any', ""ratt!'""), 1), ((""ratt!'"", 'said'), 1), (('said', 'the'), 1), (('the', 'mouse,'), 1), (('mouse,', ""'and""), 1), ((""'and"", 'the'), 1), (('the', 'mort'), 2), (('mort', 'of'), 2), (('of', 'the'), 4), (('the', 'sable'), 1), (('sable', 'with'), 1), (('with', 'the'), 1), (('the', 'words'), 1), (('words', ""'""), 1), ((""'"", ""'i""), 1), (('i', 'have'), 1), (('have', 'to'), 1), (('to', 'be'), 2), (('be', 'a'), 1), (('a', 'little'), 1), (('little', ""birler,'""), 1), ((""birler,'"", 'she'), 1), (('she', 'said'), 1), (('said', 'to'), 1), (('to', 'herself,'), 1), (('herself,', ""'i""), 1), (('i', 'can'), 1), (('can', 'the'), 1), (('the', 'most'), 1), (('most', 'of'), 1), (('the', 'say'), 1), (('say', 'of'), 1), (('the', 'dooroa'), 1), (('dooroa', 'dorn'), 1), (('dorn', 'the'), 1), (('the', 'same'), 1), (('same', 'thme'), 1), (('thme', 'to'), 1), (('be', 'all'), 1), (('all', 'the'), 1), (('the', 'mock'), 1), (('mock', 'turtl'), 1)])"
19,"on, which puzzled
her a good deal until she made out what it was: she was beginning to
grow larger a",1,21,1.0,"(0, [])","(0, [])","dict_items([(('on,', 'which'), 1), (('which', 'puzzled'), 1), (('puzzled', 'her'), 1), (('her', 'a'), 1), (('a', 'good'), 1), (('good', 'deal'), 1), (('deal', 'until'), 1), (('until', 'she'), 1), (('she', 'made'), 1), (('made', 'out'), 1), (('out', 'what'), 1), (('what', 'it'), 1), (('it', 'was:'), 1), (('was:', 'she'), 1), (('she', 'was'), 1), (('was', 'beginning'), 1), (('beginning', 'to'), 1), (('to', 'grow'), 1), (('grow', 'larger'), 1), (('larger', 'a'), 1)])"
1019,"nd she was going to say it the larch hare and the white rabbit, who was a long tay the way of the way of the way of the door of the thing sasted and alice of her head with and saying to her the white rabbit, whth a shar lade out of the words of her head with and sand off to the larch hare and the pu",0,66,0.96,"(9, ['nd', 'larch', 'hare', 'tay', 'alice', 'lade', 'larch', 'hare', 'pu'])","(12, ['nd', 'larch', 'hare', 'tay', 'sasted', 'alice', 'whth', 'shar', 'lade', 'larch', 'hare', 'pu'])","dict_items([(('nd', 'she'), 1), (('she', 'was'), 1), (('was', 'going'), 1), (('going', 'to'), 1), (('to', 'say'), 1), (('say', 'it'), 1), (('it', 'the'), 1), (('the', 'larch'), 2), (('larch', 'hare'), 2), (('hare', 'and'), 2), (('and', 'the'), 2), (('the', 'white'), 2), (('white', 'rabbit,'), 2), (('rabbit,', 'who'), 1), (('who', 'was'), 1), (('was', 'a'), 1), (('a', 'long'), 1), (('long', 'tay'), 1), (('tay', 'the'), 1), (('the', 'way'), 3), (('way', 'of'), 3), (('of', 'the'), 5), (('the', 'door'), 1), (('door', 'of'), 1), (('the', 'thing'), 1), (('thing', 'sasted'), 1), (('sasted', 'and'), 1), (('and', 'alice'), 1), (('alice', 'of'), 1), (('of', 'her'), 2), (('her', 'head'), 2), (('head', 'with'), 2), (('with', 'and'), 2), (('and', 'saying'), 1), (('saying', 'to'), 1), (('to', 'her'), 1), (('her', 'the'), 1), (('rabbit,', 'whth'), 1), (('whth', 'a'), 1), (('a', 'shar'), 1), (('shar', 'lade'), 1), (('lade', 'out'), 1), (('out', 'of'), 1), (('the', 'words'), 1), (('words', 'of'), 1), (('and', 'sand'), 1), (('sand', 'off'), 1), (('off', 'to'), 1), (('to', 'the'), 1), (('the', 'pu'), 1)])"
20,"o you know i'm mad?' said alice.

'you must be,' said the cat, 'or you wouldn't have come here.'

al",1,20,1.0,"(4, ['o', ""i'm"", 'alice.', 'al'])","(4, ['o', ""i'm"", 'alice.', 'al'])","dict_items([(('o', 'you'), 1), (('you', 'know'), 1), (('know', ""i'm""), 1), ((""i'm"", ""mad?'""), 1), ((""mad?'"", 'said'), 1), (('said', 'alice.'), 1), (('alice.', ""'you""), 1), ((""'you"", 'must'), 1), (('must', ""be,'""), 1), ((""be,'"", 'said'), 1), (('said', 'the'), 1), (('the', 'cat,'), 1), (('cat,', ""'or""), 1), ((""'or"", 'you'), 1), (('you', ""wouldn't""), 1), ((""wouldn't"", 'have'), 1), (('have', 'come'), 1), (('come', ""here.'""), 1), ((""here.'"", 'al'), 1)])"
